mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__alpha,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.17140989303588866,0.001199960708618164,0.9295540449798378,0.9348065327186067,0.00031622776601683794,389,"{'SVM__alpha': 0.00031622776601683794, 'SVM__n_iter': 389}",1,0.9410606762389995,0.9339112037387899,0.9395215021199274,0.9329960900395414,0.9135170603674543,0.9385628134043164,0.9395215021199274,0.9294484084031015,0.9141076314989358,0.9391141480072839,0.00928710249963341,0.0003999471771024199,0.012858574116489073,0.003618121250642927
