mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__alpha,param_DT__class_weight,param_DT__criterion,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.18481049537658692,0.005000257492065429,0.8361566912798601,0.9582297510089731,-1,balanced,gini,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",22,0.8332108262682,0.9554802955665026,0.8257520694528571,0.9547968808677019,0.8194831415303856,0.9593054849897282,0.8581667676155866,0.9613753341138528,0.8441876963616093,0.9601907595070795,0.01493264767565251,0.0010954527892736076,0.013738961859332826,0.002616927726692647
0.1768101215362549,0.005400323867797851,0.8416113035474025,0.9579641880601599,-1,balanced,entropy,"{'DT__alpha': -1, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",20,0.8358690617636989,0.9568097132752305,0.8271249747627702,0.9553645982902205,0.844982838683626,0.9602664074753142,0.8625176660609734,0.9593297841790188,0.8375646093037397,0.9580504370810151,0.0023152714499130567,0.001356473143976305,0.011896821525643286,0.0017471797211486952
0.2646151065826416,0.0044001579284667965,0.851924215986236,0.9409525282647945,-0.001,balanced,gini,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",8,0.8515164025212961,0.9410635341669825,0.8488289925297801,0.93430603724403,0.8408641227538867,0.9392807439969958,0.867918433272764,0.9563012215865163,0.8504915374480592,0.9338111043294476,0.019180230602634542,0.0004899598118375949,0.008831047591417038,0.008167806931436318
0.2560146331787109,0.004400300979614258,0.8506805836790182,0.9353491273536866,-0.001,balanced,entropy,"{'DT__alpha': -0.001, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",10,0.8526944841613466,0.9429629278767211,0.832757924490208,0.9325542865978924,0.8551483949121745,0.9421127040579647,0.8637997173430246,0.936521681503899,0.8489966555183946,0.9225940367319556,0.01661422784977502,0.0007998704963577654,0.010199882564043994,0.007424207474110775
0.2890166282653809,0.00500030517578125,0.851924215986236,0.9409525282647945,-0.00031622776601683794,balanced,gini,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",8,0.8515164025212961,0.9410635341669825,0.8488289925297801,0.93430603724403,0.8408641227538867,0.9392807439969958,0.867918433272764,0.9563012215865163,0.8504915374480592,0.9338111043294476,0.03193305191894663,0.0010955398557302926,0.008831047591417038,0.008167806931436318
0.27521581649780275,0.005200242996215821,0.8506805836790182,0.9353491273536866,-0.00031622776601683794,balanced,entropy,"{'DT__alpha': -0.00031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",10,0.8526944841613466,0.9429629278767211,0.832757924490208,0.9325542865978924,0.8551483949121745,0.9421127040579647,0.8637997173430246,0.936521681503899,0.8489966555183946,0.9225940367319556,0.032135224918073045,0.0016001939800201692,0.010199882564043994,0.007424207474110775
0.24681415557861328,0.0036002635955810548,0.8452711517448329,0.9440077113766888,-0.01,balanced,gini,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",16,0.8448204684133152,0.9501089427813565,0.8499293357561074,0.932803905542424,0.8244296386028669,0.935490070467649,0.8606400161518273,0.9532240606154322,0.8465389682780987,0.9484115774765822,0.005635966009837081,0.0004899013824479931,0.011782000129142172,0.00824179138776073
0.2690153121948242,0.0046002864837646484,0.8460288368234904,0.9352290814622348,-0.01,balanced,entropy,"{'DT__alpha': -0.01, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",15,0.8399923475038767,0.9364942528735631,0.8258025439127802,0.9181006870043518,0.8466787805370483,0.9382491329607457,0.871996769634565,0.9440853564249266,0.8456825782912739,0.9392159780475869,0.03325250920758921,0.0008000731730189359,0.014969798802519547,0.00892672635466814
0.26761541366577146,0.0046001911163330075,0.8471593768959941,0.9377314274447539,-0.0031622776601683794,balanced,gini,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",13,0.8375354934853092,0.9310929013515219,0.8551483949121745,0.9278534979787489,0.8342721582879064,0.9472376239810908,0.8643953159701192,0.9395767523029005,0.8444562683693119,0.9428963616095072,0.01610793659102378,0.0004899013824479931,0.01119857855501011,0.007240069897061549
0.28641643524169924,0.0044001579284667965,0.8442625292026577,0.9254995772249691,-0.0031622776601683794,balanced,entropy,"{'DT__alpha': -0.0031622776601683794, 'DT__class_weight': 'balanced', 'DT__criterion': 'entropy'}",17,0.8532835249813722,0.9245105469243399,0.8330809610337171,0.9119640371998496,0.8486472844740562,0.9421370032472554,0.8618312134060166,0.934206631469659,0.824424850511807,0.9146796672837422,0.037534091567178685,0.0004899597886342959,0.013618658949314752,0.011435700364301743
0.26541504859924314,0.004400396347045898,0.8361566912798601,0.9582297510089731,-0.1,balanced,gini,"{'DT__alpha': -0.1, 'DT__class_weight': 'balanced', 'DT__criterion': 'gini'}",22,0.8332108262682,0.9554802955665026,0.8257520694528571,0.9547968808677019,0.8194831415303856,0.9593054849897282,0.8581667676155866,0.9613753341138528,0.8441876963616093,0.9601907595070795,0.036524036926039734,0.0004898624875375237,0.013738961859332826,0.002616927726692647
