,test,train
0.1,0.0036587047434295528,0.39644803536793916
0.2,0.0040139101329259574,0.41008105019136565
0.3,0.008552596060326323,0.4177545575366821
0.4,0.005704259383492172,0.3032253630954074
0.5,0.005846163039677776,0.2142200854359544
0.6,0.006771660497179255,0.18446672560094157
0.7,0.006602090084925294,0.14285280797048472
0.8,0.006831902617705055,0.10438397523830645
0.9,0.009765024493390229,0.07656862670410192
