,test,train
0.1,0.002299910265719518,3.1146818078123033
0.2,0.003590430336771533,2.514015663851751
0.3,0.0039090442296583205,1.8518704285961576
0.4,0.006272320286370814,2.0634992103732657
0.5,0.009609733679099008,1.935764497058699
0.6,0.006618154642637819,0.6562758678628597
0.7,0.011959622584981844,1.1997195841104258
0.8,0.009175544197205454,0.3353460151120089
0.9,0.012377747538266703,0.21142306612455286
