,0,1,2,3,4
50,1.0,1.0,1.0,1.0,1.0
100,1.0,1.0,1.0,1.0,1.0
321,1.0,1.0,1.0,1.0,1.0
643,1.0,1.0,1.0,1.0,1.0
965,1.0,1.0,1.0,1.0,1.0
1287,1.0,1.0,1.0,1.0,1.0
1609,1.0,1.0,1.0,1.0,1.0
1931,0.9986910994764397,0.9993455497382198,0.9986910994764397,1.0,1.0
2253,0.9988700564971751,0.9994350282485874,0.9988700564971753,1.0,1.0
2575,0.9990147783251231,0.9995073891625615,0.9990147783251231,1.0,0.9990157480314961
