,test,train
0.1,0.16106600884813815,0.02571312166401185
0.2,0.26069621148053557,0.020685805240646005
0.3,0.343981165176956,0.018694245343795046
0.4,0.5001858581090346,0.014415269892197102
0.5,0.5442710413481109,0.015830736607313156
0.6,0.40092603291850537,0.008650322153698653
0.7,0.3605972805235069,0.004628825990948826
0.8,0.2708043929305859,0.002786755852866918
0.9,0.15214437400572933,0.0018831240304280072
