,0,1,2,3,4
50,0.8667232597623089,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778
100,0.6995192307692307,0.4921875,0.4921875,0.4921875,0.4921875
322,0.8425330439928981,0.8267662770614933,0.8267662770614933,0.8267662770614933,0.8267662770614933
644,0.8295893295893294,0.8445689481122551,0.8497195512820512,0.8497195512820512,0.8497195512820512
966,0.8394083091513906,0.839134050534362,0.8474225427350427,0.8474225427350427,0.8474225427350427
1288,0.827598232969077,0.8559637293652638,0.8574601251766605,0.8582783122681256,0.8582783122681256
1610,0.8287075942493664,0.853223418834359,0.8573217794900966,0.845473058647233,0.845473058647233
1932,0.8508224540887478,0.8611153446173706,0.8708290002151616,0.8316482088492039,0.8330721214298545
2254,0.8627999881192823,0.8572111277562492,0.871654843116135,0.8463681271743572,0.8532606545051641
