mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.3448197841644287,0.0060002803802490234,0.7389443240236531,0.7400289145545498,relu,10.0,"(57,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57,)}",126,0.7444972511428398,0.7391167740305671,0.7598828992529779,0.7756787205372329,0.6334443771451645,0.65773045572025,0.7643246517262265,0.7437363317060239,0.7926472078645992,0.7838822907786752,0.04224647208817073,0.001095583372874052,0.05499677828871906,0.04468028769296166
0.3632206439971924,0.005800485610961914,0.7022677234806726,0.7054681417237469,relu,10.0,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28,)}",127,0.742528747205832,0.7315555134520652,0.7618514031899859,0.7767611389692723,0.7218857258227337,0.7635401709779319,0.7846961437512618,0.7554838852194659,0.4999999999999999,0.5,0.06508339877650812,0.0004000663757324219,0.10315201991042737,0.10378278745772843
0.41102352142333987,0.007200288772583008,0.7690525609278952,0.7763773061957912,relu,10.0,"(114,)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114,)}",122,0.7722576877378818,0.7674624226348364,0.7782858873410055,0.7910468532549867,0.7278820916616192,0.7757560361395215,0.7958207147183526,0.7691289845147894,0.7710144927536231,0.7784922344348213,0.03796540640959393,0.0007483154790181155,0.02240949755167377,0.008391279103422526
0.49962854385375977,0.006200361251831055,0.7907923109804976,0.7973367369480678,relu,10.0,"(57, 57)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57, 57)}",106,0.7986386612159414,0.8023367437160541,0.7914698162729659,0.8127217301022773,0.7456894811225521,0.7871346837791867,0.7991621239652736,0.7827983829994036,0.8190331407722713,0.801692144143417,0.023956285362027267,0.000748442932127633,0.02434232897005053,0.010918912750540676
0.3262187004089355,0.006000423431396484,0.7441412455025164,0.7468592620374166,relu,10.0,"(28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28, 28)}",125,0.7460780957367541,0.7300950486295313,0.7817181506157884,0.7858247365746978,0.6825156470825763,0.7280213832865758,0.7381385019180295,0.7126753407409044,0.7722965440356744,0.7776798009553739,0.05000849619442672,0.0012650078800252576,0.034759223885274984,0.029232375296343826
0.3292189121246338,0.00760035514831543,0.7886353571575804,0.7921571263994517,relu,10.0,"(114, 114)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114, 114)}",113,0.7875173691523853,0.7901698875836807,0.7949020795477488,0.8016103735448097,0.7450030284675955,0.7870109788155251,0.815596608116293,0.7851620314122247,0.800177358873011,0.7968323606410184,0.01530315580064406,0.0008000969935623676,0.0236821610135326,0.00617389672332677
0.5684325218200683,0.006000232696533203,0.7989437856637214,0.8032266491527682,relu,10.0,"(57, 57, 57)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (57, 57, 57)}",95,0.7927331494049177,0.795291777188329,0.7960932768019383,0.8198148843579489,0.7653745204926307,0.8022819147761162,0.8116596002422775,0.7877487905630784,0.8289145636971725,0.8109958788783689,0.06800270515558425,0.0006324851073777583,0.021129115192395697,0.01130441772413297
0.28221611976623534,0.005800390243530273,0.672141268900951,0.6674374018243376,relu,10.0,"(28, 28, 28)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (28, 28, 28)}",129,0.6375234105966934,0.6618416066691929,0.7192509590147386,0.691954759327575,0.6379265091863517,0.6535863394375842,0.6635170603674542,0.6474761978395811,0.7025894395459611,0.6823281058477556,0.006079845604431567,0.0007483664659049495,0.03343727904019458,0.016996754998738577
0.8266472339630127,0.00760045051574707,0.8014824461015616,0.8072270473132906,relu,10.0,"(114, 114, 114)","{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (114, 114, 114)}",85,0.7993283927744327,0.801523620058103,0.803371693922875,0.8249618944531577,0.7759034928326267,0.8187832733216992,0.841964465980214,0.8100620733835516,0.786824769433465,0.7808043753499423,0.17488094519180158,0.0008000254644364733,0.022431259719150613,0.01540646105754895
0.39122233390808103,0.006200456619262695,0.7881429992824223,0.7927299120067677,relu,3.1622776601683795,"(57,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (57,)}",116,0.7920434178464265,0.790514083617532,0.7980617807389461,0.8222050409772691,0.777185544114678,0.818094059952727,0.7728851201292147,0.7432437208685856,0.8005523462045201,0.7895926546177245,0.04773694856644751,0.0009798806204745123,0.011137689049670389,0.02819843478490444
0.3854219913482666,0.005400371551513672,0.792110717035696,0.7924583839755992,relu,3.1622776601683795,"(28,)","{'MLP__activation': 'relu', 'MLP__alpha': 3.1622776601683795, 'MLP__hidden_layer_sizes': (28,)}",105,0.7822008981613872,0.7780267146646458,0.8046537452049264,0.8102078685192957,0.7680294770845952,0.8052618789900374,0.8168786593983444,0.78663986392454,0.7888010540184454,0.7821555937794772,0.025789819745753825,0.0004899208705145337,0.0170878816936856,0.01286273242093037
