,test,train
0.1,0.005905958925723098,3.5119143294577952
0.2,0.01032728428253904,1.9481672339097713
0.3,0.011349169129971415,1.621778552645992
0.4,0.018336808781896252,1.0196674902690575
0.5,0.01767860784457298,1.5183655911314418
0.6,0.02094908559229225,1.0516801527192001
0.7,0.024115143663948402,1.0656005447672214
0.8,0.030289737820567098,0.8834582725103246
0.9,0.03372398488863837,0.4659321887884289
