mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__max_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.2836162567138672,0.008800458908081055,0.7166864709461817,0.720429878818436,1,{'MLP__max_iter': 1},22,0.715659423646213,0.7161361626878868,0.7230769230769231,0.7293976010073118,0.6837976983646277,0.7159049238993571,0.7453260650111044,0.714672292297157,0.7155721090503698,0.7260384142004672,0.0156675192837279,0.0018331991827736246,0.019723244798031628,0.00606525726029488
0.30501742362976075,0.008800458908081055,0.8089367583441168,0.8157890325703019,2,{'MLP__max_iter': 2},21,0.7975612703143566,0.8115653025135784,0.8108318190995357,0.8222492213214341,0.7714617403593782,0.8164660142702512,0.8401776700989301,0.8062183834412071,0.8246934225195094,0.8224462413050387,0.00536687612461494,0.0011661303930280823,0.023500861292536583,0.006260159605065831
0.4246241569519043,0.008000564575195313,0.8444927941070786,0.8463278675722682,4,{'MLP__max_iter': 4},20,0.8459985500533661,0.8412987874194772,0.8487381385019181,0.8519538757206918,0.8182919442761963,0.8478163864896509,0.8582576216434485,0.8410656299012569,0.8511857707509882,0.8495046583302649,0.04155058878024488,0.0015492041783210476,0.01371841942112313,0.004403236270359232
0.589033842086792,0.009200525283813477,0.8512747923419675,0.8539786149339008,8,{'MLP__max_iter': 8},19,0.8523924119459492,0.8440649867374004,0.850615788411064,0.8665378073295189,0.8235110034322631,0.8548366431774505,0.8606400161518273,0.8450109346351807,0.8692409040235125,0.859442702789954,0.026093674375880425,0.001326805364076076,0.015378560705769989,0.008567672918057148
0.997457218170166,0.008400344848632812,0.8552573522015109,0.8613481535909818,16,{'MLP__max_iter': 16},18,0.8692178343435971,0.8614610963748895,0.8452150211992734,0.8633634496012722,0.819533615990309,0.8590801652344873,0.8741469816272965,0.85562968035521,0.8681716833890747,0.8672063763890502,0.05307129221096487,0.0017436519992560667,0.02047227642133014,0.003904808721737089
1.4070805072784425,0.00760045051574707,0.8627268532882216,0.8655645911368939,32,{'MLP__max_iter': 32},17,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8420553200080759,0.8731648589542512,0.873551383000202,0.863116039673949,0.8657697375088678,0.8637403718593472,0.2682480384150537,0.0012000084018078212,0.012789324353567513,0.004537581166527902
1.533287763595581,0.007000446319580078,0.8630842124644784,0.8647375350941274,64,{'MLP__max_iter': 64},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.3708345846882073,0.0010954092565636944,0.014858155910147523,0.004570207818035558
1.4692840576171875,0.008400487899780273,0.8630842124644784,0.8647375350941274,128,{'MLP__max_iter': 128},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.3402555382454905,0.0008001685191356615,0.014858155910147523,0.004570207818035558
1.4568832874298097,0.008200550079345703,0.8630842124644784,0.8647375350941274,256,{'MLP__max_iter': 256},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.3098715734580048,0.0014698209326454534,0.014858155910147523,0.004570207818035558
1.4730842590332032,0.007000398635864258,0.8630842124644784,0.8647375350941274,512,{'MLP__max_iter': 512},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.2996863258946979,0.0006324851073777583,0.014858155910147523,0.004570207818035558
1.4762844562530517,0.008000421524047851,0.8630842124644784,0.8647375350941274,1024,{'MLP__max_iter': 1024},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.38244114475536717,0.0015492041856594503,0.014858155910147523,0.004570207818035558
1.4914852142333985,0.007800579071044922,0.8630842124644784,0.8647375350941274,2048,{'MLP__max_iter': 2048},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.3278393417445251,0.0007482645008117474,0.014858155910147523,0.004570207818035558
1.5040860652923584,0.008000564575195313,0.8630842124644784,0.8647375350941274,2100,{'MLP__max_iter': 2100},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.31789925960536414,0.0012649324836536508,0.014858155910147523,0.004570207818035558
1.4576834201812745,0.008000421524047851,0.8630842124644784,0.8647375350941274,2200,{'MLP__max_iter': 2200},1,0.8770918500916286,0.8600069470759125,0.8551483949121745,0.8677947381210099,0.8387139107611549,0.8719101371799687,0.878679588128407,0.8602354812343989,0.8657697375088678,0.8637403718593472,0.3516964692539226,0.0012650078782278484,0.014858155910147523,0.004570207818035558
