,test,train
0.1,0.06068434154440183,12.967058270194684
0.2,0.10183640292962082,11.069741632702062
0.3,0.12747991149080917,8.368671063290094
0.4,0.14410495158517733,5.92164731406956
0.5,0.15392530958342832,4.249720543506555
0.6,0.15889996995974798,2.636159462228534
0.7,0.12739691123715602,1.564934534675558
0.8,0.0942664227768546,0.7238032679742901
0.9,0.06304538641416002,0.22359152809076477
