,0,1,2,3,4
50,0.9354838709677419,0.9722222222222221,0.9722222222222221,0.9722222222222221,0.9722222222222221
100,0.9270833333333331,0.9505208333333335,0.9505208333333335,0.9505208333333335,0.9505208333333335
322,0.9253896231998421,0.5920191187693298,0.5920191187693298,0.5920191187693298,0.5920191187693298
644,0.8669357669357669,0.8918635170603675,0.898838141025641,0.898838141025641,0.898838141025641
966,0.9007272276877344,0.8911724113525373,0.8921607905982905,0.8921607905982905,0.8921607905982905
1288,0.8669495466170657,0.8764240874215298,0.8777155259438724,0.8811218009180657,0.8811218009180657
1610,0.8628891503335573,0.8761005455861819,0.8765320370274602,0.8759141616609244,0.8759141616609244
1932,0.8450661155636204,0.8385076741016998,0.883642329484329,0.871066655744217,0.8714927249865279
2254,0.8748118886380737,0.7515118875173846,0.8741602802986221,0.8051491253048743,0.8711929352485722
