mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
1.733699131011963,0.05440311431884766,0.8020557103051407,0.8391695443765309,100,{'SVM__n_iter': 100},10,0.7588708540588437,0.7984526967285588,0.8146274984857662,0.8626896993527579,0.7915606703008279,0.8599416819457023,0.852584292348072,0.8651152002474101,0.7926877470355732,0.8096484436082261,0.05914250203349509,0.005314597580147233,0.03090884487123569,0.028938602318802416
2.815161037445068,0.05240302085876465,0.7866338378070972,0.8357081124745397,200,{'SVM__n_iter': 200},14,0.7144007894153896,0.7536472148541113,0.7933474661821118,0.8588614725308709,0.7736624268120331,0.8595241776933442,0.8355542095699577,0.8653118027789437,0.8163626228843619,0.8411958945154279,0.09400746183746382,0.003137133463151659,0.041748476732461855,0.04181810180781104
3.94722580909729,0.05320305824279785,0.787967781183526,0.8345019003702733,300,{'SVM__n_iter': 300},13,0.8198038544414684,0.8690413035240622,0.7601150817686251,0.8164505511497934,0.749767817484353,0.8055137069517772,0.7884514435695539,0.834332545450529,0.8217036586601805,0.8471713947752048,0.07553693592268383,0.002638333400929734,0.02961991077818879,0.022448526482302826
4.986685276031494,0.054403066635131836,0.8267714171994645,0.8732841708704111,400,{'SVM__n_iter': 400},2,0.8206949674768915,0.8805371352785146,0.8100545124167172,0.8837836046742803,0.8442963860286696,0.8838542932249442,0.834867756915001,0.8623539287371048,0.8239485152528632,0.8558918924372122,0.08277089676897484,0.0055715608852250015,0.011807346287385462,0.011802818575979795
6.143751382827759,0.058403301239013675,0.7999980360414987,0.8527704818699651,500,{'SVM__n_iter': 500},11,0.7093712870290191,0.7893362384741694,0.7939430648092066,0.8665930327597251,0.8193922875025238,0.8787536724911087,0.8514334746618211,0.8774967416996178,0.8260312151616499,0.8516727239252044,0.10832161573229498,0.00440947359046466,0.04891020163911098,0.033174343522730076
7.148808860778809,0.05540318489074707,0.8052235374943436,0.8540527556258726,600,{'SVM__n_iter': 600},7,0.8290573333064825,0.8662040545661236,0.7950434080355341,0.8603150058538954,0.803371693922875,0.8731206786100865,0.8162325863113266,0.8588283372727472,0.7823401236444715,0.8117957018265095,0.10624659976776417,0.004587152324893496,0.01624827936337969,0.021720590722417568
8.240071153640747,0.05520315170288086,0.8066051069624715,0.8585313073688582,700,{'SVM__n_iter': 700},6,0.8252210161709327,0.8594622331691298,0.8044215626892792,0.8768583357264351,0.8098728043609934,0.8895469305705891,0.8178376741368868,0.8609291126377875,0.7755954190736799,0.8058599247403493,0.1028273203016784,0.0017206175154709533,0.01702242081087495,0.02856130071254908
9.300932025909423,0.05220293998718262,0.7778792088347093,0.8200819372672384,800,{'SVM__n_iter': 800},16,0.7782085103812151,0.8437128962991031,0.8156773672521704,0.852481830833462,0.658388855239249,0.6871391018136032,0.7860488592772058,0.837988468930173,0.8511857707509882,0.8790873884598507,0.1660523443869829,0.00444546635200042,0.06502154213433584,0.06794742080897559
10.354992294311524,0.051602935791015624,0.8270656391789166,0.8756099061724288,900,{'SVM__n_iter': 900},1,0.8488430634150271,0.8738300492610837,0.8196244700181707,0.8812233537299254,0.804603270745003,0.8746139742428595,0.8274984857662022,0.8745256135545296,0.8347370021283064,0.8738565400737464,0.1530860852722994,0.004079492736181058,0.014790993253717287,0.0028256166644187
11.476856374740601,0.056203269958496095,0.814292411937144,0.862300814795975,1000,{'SVM__n_iter': 1000},3,0.854275328755261,0.879378236705823,0.7868766404199476,0.8273741412445602,0.8019987886129619,0.8687313614173054,0.797920452251161,0.8738540723232234,0.8303537042667476,0.8621662622889626,0.13554432138799669,0.004166691411458073,0.02461495195317811,0.018364959342025373
12.565118646621704,0.05380291938781738,0.7515031764190844,0.8103021144009828,1100,{'SVM__n_iter': 1100},17,0.802318907706869,0.8596848553745106,0.8079446799919242,0.8696591486447678,0.801675752069453,0.8804789149307474,0.8184332727639815,0.8754114294550355,0.5267153136718354,0.5662762235998527,0.13640515136767348,0.005913000309236765,0.11244548710898994,0.12220847289853817
13.653580904006958,0.057603311538696286,0.7400885383274791,0.8008772687143038,1200,{'SVM__n_iter': 1200},19,0.8346607729021084,0.8793924466338259,0.7891378962245104,0.8677063774326801,0.7846961437512618,0.870955841746007,0.789824348879467,0.8525105480571693,0.5016063646498429,0.5338211297018367,0.20317796401222749,0.005351860398058352,0.12050938413308906,0.133810871198069
14.70844120979309,0.05160298347473145,0.6838090201167476,0.7443305480583289,1300,{'SVM__n_iter': 1300},23,0.8014982781883723,0.864388341543514,0.4914496264889966,0.548671276149241,0.7906420351302241,0.8746183922772759,0.510266505148395,0.5711126819677924,0.8252254991385426,0.8628620483538214,0.1925474812100918,0.0022450526190638995,0.14991482218553107,0.15081478210507462
15.81850471496582,0.05300302505493164,0.792249493163636,0.8515481408515576,1400,{'SVM__n_iter': 1400},12,0.76825019634694,0.8472874826323102,0.7918736119523522,0.8522896463363449,0.8223702806379972,0.8810974397490557,0.7547345043408036,0.8043826901411562,0.8241056045403872,0.8726834453989216,0.24025500275782963,0.004289733684821294,0.02794592690765128,0.02669511169935061
