mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_SVM__n_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.4500256538391113,0.05100293159484863,0.7660241539905447,0.7630461938546533,1,{'SVM__n_iter': 1},25,0.8505094951366372,0.8474137931034483,0.541439531597012,0.5420110892663853,0.8550070664243893,0.8872760608805143,0.8611952352109832,0.824277099118602,0.721769534813013,0.7142529269043163,0.018602216197017907,0.0034643047891257917,0.12370774640446203,0.12452909361570448
0.48082752227783204,0.05180282592773437,0.7814476791635864,0.7917256391194549,4,{'SVM__n_iter': 4},24,0.8661014559880782,0.8739816218264496,0.7554916212396527,0.7690848041706244,0.7786997779123764,0.8197243146524111,0.7264688067837675,0.7176831827519936,0.7803435694740043,0.7781542721957962,0.0180831181226761,0.004490232666403139,0.04665308380851269,0.05240047189668684
0.512629222869873,0.0518031120300293,0.8192022994649579,0.8301703194525658,7,{'SVM__n_iter': 7},22,0.5962955877318404,0.6230358721738032,0.8390369473046638,0.866374340056109,0.8524025842923482,0.8882193112284344,0.9211185140319,0.9014424882369833,0.8876102158710855,0.8717795855674992,0.014305866279252165,0.0060137058128808185,0.11516902356675748,0.10430354631880258
0.5406310081481933,0.0530029296875,0.8387896003868094,0.8402966408506011,10,{'SVM__n_iter': 10},20,0.8858720824858529,0.8958712264746749,0.6707450030284676,0.6594667432459298,0.8626488996567737,0.9026397755638516,0.9099030890369474,0.8944995471514724,0.8647461234417756,0.8490059118170767,0.021713767638907575,0.00544094761698397,0.0857417964973547,0.09239963131215019
0.5842333316802979,0.05480318069458008,0.8274132165959471,0.8316093159995637,13,{'SVM__n_iter': 13},21,0.8572910163723139,0.8505541871921183,0.8951140722794267,0.9111975082285889,0.8671815061578843,0.9034526938964854,0.9152130022208763,0.8996708564359716,0.6018698692611737,0.5931713342446545,0.012513112705042125,0.00466496518964009,0.1145064236588949,0.12111127434253001
0.6228356838226319,0.05280303955078125,0.8813730608900715,0.8825799742724646,16,{'SVM__n_iter': 16},13,0.9178262883379985,0.9003962991031956,0.8541893801736322,0.8844772360776689,0.8627498485766203,0.896841105392211,0.8722289521502119,0.8489606574035212,0.899842910712476,0.882224573385726,0.025128368379368275,0.002856728231103225,0.023836518630384527,0.01819222729723287
0.6564374923706054,0.05100297927856445,0.8431032650279838,0.8486731245788434,19,{'SVM__n_iter': 19},19,0.8986295990494795,0.8831612353164079,0.7764587118917827,0.8110561311272614,0.7897334948516052,0.8452428814420465,0.8295174641631335,0.7898981643066999,0.921212121212121,0.9140072107018012,0.03371606320716149,0.004147459081851526,0.057712882349532785,0.04547366998841096
0.6852392196655274,0.051202821731567386,0.8658812529274048,0.8712960485927056,22,{'SVM__n_iter': 22},17,0.9220653684274118,0.9165450928381963,0.8706238643246518,0.89735801541894,0.8860488592772058,0.9182641542777618,0.8846658590753078,0.871815149440014,0.7657596027161245,0.7524978309886153,0.026762727907353144,0.003429434768810336,0.052825035158547334,0.061718702259887445
0.7206412315368652,0.051602935791015624,0.8618167859571214,0.8591754334946513,25,{'SVM__n_iter': 25},18,0.9144783212840082,0.8982063913098396,0.8141530385624876,0.8102365857430027,0.8303654350898446,0.8719609445757582,0.8483545326065012,0.8272879895734389,0.9017127799736496,0.8881852562712172,0.03058012777337987,0.0037204581089896136,0.03951965307074294,0.034468172792277194
0.7648438453674317,0.058403301239013675,0.9074302906401626,0.9088779131291783,28,{'SVM__n_iter': 28},3,0.9197947922750065,0.9056902867247695,0.9029880880274582,0.9165168216660408,0.8862305673329296,0.9189025602509443,0.920472440944882,0.9027148821489319,0.9076467011249619,0.9005650148552058,0.02714857087436154,0.004543509009802098,0.012589075987398998,0.007430944276758608
0.9008515357971192,0.05900340080261231,0.8801665967242958,0.8825216662865222,31,{'SVM__n_iter': 31},14,0.9005981029864873,0.884959580649236,0.8690086816071068,0.8794274227396229,0.8767110841913992,0.9163224281517153,0.8495457298606904,0.8331772294506176,0.9049761832370525,0.8987216704414189,0.07456539542923002,0.006693614363382199,0.02052672206862883,0.027768049457987495
0.9070517539978027,0.05980353355407715,0.8862369213086417,0.8913869717053172,34,{'SVM__n_iter': 34},10,0.8769760557423928,0.859100669445497,0.8712194629517462,0.8968411053922107,0.8714011710074704,0.9126775497581127,0.8991924086412277,0.8798957343877708,0.9124505928853756,0.9084197995429945,0.05156660436745038,0.007960316991754215,0.016646047958086378,0.019736298340597088
0.9252528667449951,0.062003564834594724,0.8151896867919391,0.8181173150881446,37,{'SVM__n_iter': 37},23,0.7520037456954709,0.7680860805860805,0.6918534221683829,0.6809030462347301,0.8417221885725823,0.8876560118403323,0.9319200484554814,0.9103293644657493,0.858614573831965,0.843612072313831,0.04158789335708763,0.012133352387844163,0.08417035162318419,0.08404707614805508
0.8786501884460449,0.05160288810729981,0.8849739557032062,0.8934067426256389,40,{'SVM__n_iter': 40},11,0.9071228628390762,0.9067686623721107,0.8600040379567938,0.8855861627162075,0.8463153644256007,0.8936159402681748,0.9117807389460935,0.887309196138638,0.8996351474612342,0.8937537516330639,0.022349436734679828,0.0038782636352392417,0.026617812523235706,0.007443743970569778
