,test,train
0.1,0.0007148730801418424,0.33614567352924496
0.2,0.0033320585498586297,0.27632078621536493
0.3,0.0013141707750037313,0.20105071179568768
0.4,0.005179483559913933,0.19681100535672158
0.5,0.002717142691835761,0.16909159789793193
0.6,0.00372296292334795,0.16515488701406866
0.7,0.004031759686768055,0.10155973548535258
0.8,0.0048550686333328485,0.06619002507068217
0.9,0.005846609245054424,0.036560273030772805
