,test,train
0.1,0.0034534353180788457,3.2878484504472
0.2,0.005481586646055803,2.794278962071985
0.3,0.010986377688823268,2.5407296971825417
0.4,0.015643316670320928,2.458487155265175
0.5,0.019851340301102027,2.0405442853225395
0.6,0.022985715477261692,2.150952918775147
0.7,0.027790805441327393,1.565422718937043
0.8,0.031545897596515715,1.3801723995420616
0.9,0.03091625586966984,0.7824532108206768
