mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_MLP__max_iter,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0.06320357322692871,0.005000257492065429,0.8690815897708354,0.8706278100272138,1,{'MLP__max_iter': 1},22,0.8765883963992991,0.8652961980548187,0.8568443367655966,0.8634164660142701,0.8400868160710682,0.8784399920475381,0.899969715324046,0.868364664560737,0.8719114219114219,0.8776217294587054,0.003187525710149375,0.0006325605100375587,0.02004474358795305,0.006252943195528224
0.11520652770996094,0.005400323867797851,0.9053607564634624,0.9075474885514773,2,{'MLP__max_iter': 2},21,0.9120214672654409,0.9007104964001516,0.9062386432465174,0.9080452406724248,0.8775792449020795,0.9155824073869537,0.9204320613769432,0.9063199982327863,0.9105300496604845,0.9070793000650703,0.009558690171574697,0.0004898624875375237,0.014634489119069501,0.004759791434194901
0.2158123016357422,0.006000375747680664,0.9202935845484294,0.932741838369364,4,{'MLP__max_iter': 4},20,0.9289475804015546,0.9278877731463939,0.9258328285887343,0.9331949015882834,0.9016151827175449,0.933760409993594,0.9284877851806985,0.9319622699860831,0.916565318739232,0.936903837132466,0.017916350229552278,1.9073486328125e-07,0.01034985179836727,0.0029235137828013034
0.4258242607116699,0.004600238800048828,0.9341035105231973,0.9519451326865832,8,{'MLP__max_iter': 8},2,0.9335743198340616,0.9488032082859669,0.9401171007470221,0.9502153791778036,0.9148899656773674,0.9565464224966314,0.9504643650312942,0.9491329607457644,0.9314685314685314,0.9550276927267498,0.02644698448986554,0.0004899403160383116,0.011663738201597941,0.003207681140086628
0.7860449314117431,0.004400300979614258,0.9359404829141987,0.9755959524132647,16,{'MLP__max_iter': 16},1,0.9321948567170792,0.9727043071870658,0.9479002624671915,0.9780026066403055,0.9180496668685644,0.9760078641012614,0.949182313749243,0.9733725065718262,0.9323755954190737,0.9778924775658648,0.02322200374806379,0.0004899403160383115,0.011534330494286293,0.0022154460998984283
1.5670897006988525,0.0044001579284667965,0.9295131264688362,0.9910152002527617,32,{'MLP__max_iter': 32},3,0.9305284249954688,0.9901714664645698,0.9479002624671917,0.9903443857827651,0.9219866747425802,0.9893591641078885,0.925923682616596,0.992387726700391,0.9212121212121213,0.9928132582081947,0.06626081036341257,0.000800061231219776,0.009771903346375378,0.0013432182050700276
1.835905122756958,0.004400205612182617,0.9260124430784661,0.9908328041927638,64,{'MLP__max_iter': 64},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.2660763767613948,0.0004899208473093903,0.007816172327993382,0.002348819181549811
1.823904323577881,0.00500035285949707,0.9260124430784661,0.9908328041927638,128,{'MLP__max_iter': 128},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.2802927201287899,0.000894468993974664,0.007816172327993382,0.002348819181549811
1.8085034847259522,0.004600334167480469,0.9260124430784661,0.9908328041927638,256,{'MLP__max_iter': 256},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.24814694897958162,0.0008000969935623676,0.007816172327993382,0.002348819181549811
1.8099035263061523,0.0042003154754638675,0.9260124430784661,0.9908328041927638,512,{'MLP__max_iter': 512},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.22869746295930313,0.00040001873464717136,0.007816172327993382,0.002348819181549811
1.8329049110412599,0.0044001579284667965,0.9260124430784661,0.9908328041927638,1024,{'MLP__max_iter': 1024},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.27307639278839485,0.001019870262789951,0.007816172327993382,0.002348819181549811
1.8041032314300538,0.004800271987915039,0.9260124430784661,0.9908328041927638,2048,{'MLP__max_iter': 2048},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.2485371336963291,0.0011662530590912249,0.007816172327993382,0.002348819181549811
1.8199041366577149,0.00480036735534668,0.9260124430784661,0.9908328041927638,2100,{'MLP__max_iter': 2100},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.253823438532321,0.00039997103672454983,0.007816172327993382,0.002348819181549811
1.8001030445098878,0.0042002201080322266,0.9260124430784661,0.9908328041927638,2200,{'MLP__max_iter': 2200},4,0.9200968644904042,0.9900230516609828,0.9365939834443772,0.9876847290640393,0.9219866747425802,0.9893591641078885,0.9341207349081365,0.9937683624555437,0.9172595520421607,0.9933287136753643,0.2711170905632784,0.0007485193875011386,0.007816172327993382,0.002348819181549811
