,test,train
0.1,0.0030576222561649047,2.688227841943444
0.2,0.0058698136563180014,2.3495417359627027
0.3,0.00965123382411548,2.3436563039795146
0.4,0.010940415188088082,1.9969307755563932
0.5,0.017591591447853716,1.8613418285131047
0.6,0.017234154871403007,1.802856547448755
0.7,0.021575603637757013,1.2585163392250251
0.8,0.028028650260239374,1.166413277896936
0.9,0.028538700207718648,0.7289631170970097
